case_id,source_file,sha256,status,strict_snapshot_closed,provider_families
ca2-1579de76f9bed10399a7,ca2-1579de76f9bed10399a7.json,ee87523f5067a58ee6cb3b973386457373afea7f66178b8d34d562564ef8248f,VERIFIED,True,alchemy|infura
ca2-15ae4c22b54f390dc4fe,ca2-15ae4c22b54f390dc4fe.json,1b9e33a71d8b338598bde4c78a657b1f11dc8e8dff8be090eb5bddced99d9375,VERIFIED,True,alchemy|infura
ca2-170efb900eb90211eaa2,ca2-170efb900eb90211eaa2.json,85f519667e5ade1c418670c656b40ce94899644ff38e69b0bbbf863e96d81026,VERIFIED,True,alchemy|infura
ca2-17240c1cdca17b758810,ca2-17240c1cdca17b758810.json,243255dcecade392feb19b8c300a02a78d8522c0a41d27920fe7ca01cfe307b6,VERIFIED,True,alchemy|infura
ca2-1769b603523b156d5e27,ca2-1769b603523b156d5e27.json,c420b4727bca36d50b5ccea644a44a5fed5958d58fb39af7d723f20bf8136689,VERIFIED,True,alchemy|infura
ca2-194c50c55dd95140a294,ca2-194c50c55dd95140a294.json,f4d1aa5ccfddcaec466232c04c04fe79a864052dfef8a41517ada905bd321d13,VERIFIED,True,alchemy|infura
ca2-196bde1bc084a841e794,ca2-196bde1bc084a841e794.json,de8bca3c0e3b04bf79bb2adaef9c254c4eb72aa26ae18ff2da786b784257fe81,VERIFIED,True,alchemy|infura
ca2-1a73db8dcf62dc8e4419,ca2-1a73db8dcf62dc8e4419.json,a5348cda7998a380e722f5955ce72042fa4aab00d333aa08a8c2a3295d272143,VERIFIED,True,alchemy|infura
ca2-1bee07e4cd2ee7c6892c,ca2-1bee07e4cd2ee7c6892c.json,ca2c4aec387d4b147b86856c0242e0390db96924b0951b3c87432b60459a6664,VERIFIED,True,alchemy|infura
ca2-1dbdc2611cd24dc765b2,ca2-1dbdc2611cd24dc765b2.json,cc4d4a628612c21a98c09cdad064751944c1b1716e2a02b3ac7966cfe432ea65,VERIFIED,True,alchemy|infura
ca2-1fe777829f28c3e02e1c,ca2-1fe777829f28c3e02e1c.json,4c1fdd437ea7bb21a09420c6bc7c3f9f5a072d1ad3d6f07791b69a64ee52977e,VERIFIED,True,alchemy|infura
ca2-21ac1c8056ff7df162a8,ca2-21ac1c8056ff7df162a8.json,0caa823e42bb0efad5d313a9b7403600d53a5498e1da144de0ee3cda2b140c8f,VERIFIED,True,alchemy|infura
ca2-21e1af0751214952c72b,ca2-21e1af0751214952c72b.json,d53195ae1c1953a688d6d0b899c04dbf1225bcddf2d790c0cef357dac8c29159,VERIFIED,True,alchemy|infura
