abstraction,identity_key,n_cases,n_chains,n_addresses,cross_chain,cross_address,chains,addresses,case_ids
chain_address,bsc:0x29ee4526e3a4078ce37762dc864424a089ebba11,1,1,1,False,False,bsc,0x29ee4526e3a4078ce37762dc864424a089ebba11,ca2-fdb8417e3a94f2d5fc68
chain_address,bsc:0x2b45dd1d909c01aad96fa6b67108d691b432f351,1,1,1,False,False,bsc,0x2b45dd1d909c01aad96fa6b67108d691b432f351,ca2-92eeb1ebc356ab25288f
chain_address,bsc:0x2b806e6d78d8111dd09c58943b9855910bade005,1,1,1,False,False,bsc,0x2b806e6d78d8111dd09c58943b9855910bade005,ca2-e488b8f22881b9feaedd
chain_address,bsc:0x2b9bda587ee04fe51c5431709afbafb295f94bb4,1,1,1,False,False,bsc,0x2b9bda587ee04fe51c5431709afbafb295f94bb4,ca2-5e2d8f30a0d9b1dc548d
chain_address,bsc:0x2ba9d4a8c41c60b71ff7df2c3f54b008644b954e,1,1,1,False,False,bsc,0x2ba9d4a8c41c60b71ff7df2c3f54b008644b954e,ca2-98f2e78eb7b0c6b2a380
chain_address,bsc:0x2c25aee99ed08a61e7407a5674bc2d1a72b5d8e3,1,1,1,False,False,bsc,0x2c25aee99ed08a61e7407a5674bc2d1a72b5d8e3,ca2-31fe70569e5c85e1450b
chain_address,bsc:0x2f3f25046ea518d1e524b8fb6147c656d6722ced,1,1,1,False,False,bsc,0x2f3f25046ea518d1e524b8fb6147c656d6722ced,ca2-0a80356999aee511c6c7
chain_address,bsc:0x31bfa137c76561ef848c2af9ca301b60451caac0,1,1,1,False,False,bsc,0x31bfa137c76561ef848c2af9ca301b60451caac0,ca2-5616b56d8b8cbc0a3ebe
chain_address,bsc:0x32b166e082993af6598a89397e82e123ca44e74e,1,1,1,False,False,bsc,0x32b166e082993af6598a89397e82e123ca44e74e,ca2-024816e85dcbd941c181
chain_address,bsc:0x32dffc3fe8e3ef3571bf8a72c0d0015c5373f41d,1,1,1,False,False,bsc,0x32dffc3fe8e3ef3571bf8a72c0d0015c5373f41d,ca2-a517ebcd851bcd0a26cd
